Date,Open,High,Low,Close,Adj Close,Volume
1998-10-27,85.281250,85.421875,83.390625,83.718750,48.831543,915900
1998-10-28,83.859375,84.375000,83.171875,83.453125,48.676655,355200
1998-10-29,83.906250,85.437500,83.468750,85.437500,49.834038,413600
1998-10-30,86.093750,86.609375,85.578125,86.031250,50.180351,678700
1998-11-02,86.781250,87.468750,86.234375,87.468750,51.018852,598900
1998-11-03,87.187500,87.625000,86.703125,87.000000,50.745434,731200
1998-11-04,88.187500,88.843750,87.078125,88.234375,51.465435,706600
1998-11-05,87.296875,89.500000,87.140625,89.500000,52.203617,462600
1998-11-06,89.203125,89.937500,89.000000,89.875000,52.422306,400000
1998-11-09,89.843750,89.937500,88.515625,89.015625,51.921085,325700
1998-11-10,88.750000,89.421875,88.500000,88.625000,51.693275,345400
1998-11-11,89.437500,89.484375,87.968750,88.359375,51.538311,365000
1998-11-12,88.125000,89.218750,88.125000,88.625000,51.693275,354400
1998-11-13,88.656250,89.750000,88.468750,89.500000,52.203617,408300
1998-11-16,90.156250,90.468750,89.390625,90.343750,52.695770,273700
1998-11-17,89.953125,92.000000,89.031250,89.968750,52.477043,618700
1998-11-18,89.875000,90.968750,89.750000,90.671875,52.887188,249600
1998-11-19,90.937500,91.125000,90.312500,90.750000,52.932739,270800
1998-11-20,91.312500,91.734375,91.000000,91.718750,53.586327,331900
1998-11-23,92.359375,94.093750,92.250000,94.093750,54.973953,530600
1998-11-24,93.765625,93.890625,92.875000,93.093750,54.389671,503700
1998-11-25,93.250000,93.328125,92.609375,93.125000,54.407963,155300
1998-11-27,93.703125,93.718750,93.250000,93.250000,54.481014,71000
1998-11-30,93.046875,93.062500,90.750000,90.812500,53.056889,527600
1998-12-01,90.250000,91.906250,89.875000,91.265625,53.321644,379800
1998-12-02,90.531250,90.984375,89.515625,90.750000,53.020382,317600
1998-12-03,90.328125,90.984375,88.562500,88.828125,51.897572,638700
1998-12-04,89.625000,90.625000,89.375000,90.500000,52.874306,1230600
1998-12-07,90.593750,90.984375,90.000000,90.750000,53.020382,522900
1998-12-08,90.546875,91.000000,89.421875,90.312500,52.764763,405500
1998-12-09,90.171875,90.656250,89.656250,90.062500,52.618702,310100
1998-12-10,89.875000,90.015625,88.156250,88.281250,51.578022,422700
1998-12-11,88.015625,88.609375,87.265625,87.968750,51.395462,548700
1998-12-14,87.421875,87.968750,86.515625,86.515625,50.546444,393500
1998-12-15,87.500000,88.375000,86.515625,88.218750,51.541542,637200
1998-12-16,88.593750,88.593750,87.562500,87.875000,51.340645,537800
1998-12-17,88.140625,89.000000,88.140625,88.718750,51.833588,1114300
1998-12-18,89.109375,89.375000,88.515625,88.718750,51.921391,289100
1998-12-21,89.265625,91.187500,89.109375,89.812500,52.561523,483500
1998-12-22,90.265625,90.765625,89.421875,90.343750,52.872448,317700
1998-12-23,91.234375,92.312500,90.687500,92.062500,53.878281,657600
1998-12-24,92.109375,92.515625,91.812500,92.093750,53.896557,346900
1998-12-28,92.765625,92.781250,91.812500,91.937500,53.805115,274000
1998-12-29,92.296875,93.531250,91.765625,93.484375,54.710430,598800
1998-12-30,93.062500,93.468750,92.625000,92.625000,54.207500,202600
1998-12-31,92.609375,92.859375,91.500000,91.531250,53.567356,870300
1999-01-04,92.078125,93.609375,91.046875,91.953125,53.814266,490200
1999-01-05,91.937500,93.437500,91.937500,93.218750,54.554974,473000
1999-01-06,94.171875,95.812500,93.828125,95.656250,55.981503,701400
1999-01-07,94.250000,95.484375,94.093750,95.250000,55.743725,450300
1999-01-08,96.250000,96.625000,95.296875,96.515625,56.484409,446300
1999-01-11,96.343750,96.453125,95.250000,96.343750,56.383823,603000
1999-01-12,95.937500,96.062500,94.531250,94.531250,55.323055,539600
1999-01-13,91.796875,94.375000,91.796875,93.343750,54.628136,1082800
1999-01-14,93.500000,93.500000,90.718750,90.875000,53.183342,604100
1999-01-15,92.109375,93.500000,91.531250,93.468750,54.791725,470100
1999-01-19,94.312500,94.312500,92.015625,93.062500,54.553558,1505900
1999-01-20,94.187500,94.750000,92.750000,93.625000,54.883305,687500
1999-01-21,93.000000,93.781250,92.031250,92.125000,54.003983,944500
1999-01-22,90.921875,92.109375,90.750000,91.312500,53.527714,550700
1999-01-25,91.390625,92.281250,90.359375,92.281250,54.095665,608400
1999-01-26,92.296875,93.718750,91.828125,93.718750,54.938297,459600
1999-01-27,93.812500,94.000000,91.500000,91.687500,53.747528,487100
1999-01-28,92.468750,93.156250,92.218750,92.468750,54.205509,268200
1999-01-29,93.203125,94.000000,92.046875,93.281250,54.681820,306900
1999-02-01,93.984375,94.343750,93.156250,93.343750,54.718483,191400
1999-02-02,93.265625,93.296875,91.875000,92.656250,54.315411,473600
1999-02-03,92.218750,94.000000,92.218750,93.875000,55.029877,238100
1999-02-04,93.515625,94.000000,92.765625,93.500000,54.810017,442800
1999-02-05,93.218750,93.484375,92.437500,93.062500,54.553558,438700
1999-02-08,93.500000,93.765625,92.062500,92.812500,54.406994,335500
1999-02-09,92.640625,92.843750,91.000000,91.375000,53.564323,341700
1999-02-10,91.500000,91.906250,90.968750,91.625000,53.710926,751900
1999-02-11,92.109375,94.343750,91.500000,94.000000,55.103172,687700
1999-02-12,93.468750,93.984375,92.312500,92.906250,54.462002,410400
1999-02-16,93.593750,93.968750,92.500000,92.703125,54.342937,728100
1999-02-17,92.468750,93.781250,91.796875,92.437500,54.187267,466000
1999-02-18,92.734375,93.312500,91.968750,93.031250,54.535282,589200
1999-02-19,93.062500,93.984375,92.593750,93.531250,54.916946,382200
1999-02-22,93.453125,95.718750,93.359375,95.687500,56.182903,418500
1999-02-23,95.343750,96.125000,94.562500,95.562500,56.109570,632800
1999-02-24,95.703125,96.078125,93.750000,93.875000,55.118736,695600
1999-02-25,93.281250,93.843750,92.250000,93.187500,54.715099,1438600
1999-02-26,93.718750,93.812500,92.437500,92.890625,54.540733,356200
1999-03-01,93.000000,93.562500,92.250000,93.062500,54.641678,336900
1999-03-02,93.609375,94.218750,92.640625,93.281250,54.770138,242000
1999-03-03,93.015625,93.343750,92.000000,92.843750,54.513214,201200
1999-03-04,93.500000,94.968750,93.343750,94.968750,55.760918,584900
1999-03-05,96.328125,97.843750,96.171875,97.625000,57.320568,1525300
1999-03-08,97.671875,97.781250,96.796875,97.468750,57.228783,298300
1999-03-09,97.312500,98.343750,96.750000,96.937500,56.916862,848200
1999-03-10,97.125000,97.937500,96.812500,97.937500,57.504032,180300
1999-03-11,98.609375,99.718750,98.031250,99.312500,58.311371,758500
1999-03-12,99.843750,99.859375,98.640625,98.640625,57.916843,411300
1999-03-15,98.906250,99.750000,98.750000,99.734375,58.559105,204000
1999-03-16,99.921875,100.109375,99.265625,99.437500,58.384830,644400
1999-03-17,99.468750,99.750000,98.687500,98.921875,58.082035,608100
1999-03-18,98.765625,100.468750,98.625000,100.312500,58.898495,399800
1999-03-19,100.500000,100.750000,98.562500,98.562500,57.957645,501000
1999-03-22,98.687500,99.437500,98.562500,99.125000,58.288448,118500
1999-03-23,98.421875,99.437500,96.281250,96.625000,56.818321,824500
1999-03-24,96.828125,97.093750,96.171875,96.843750,56.947025,253600
1999-03-25,97.828125,98.734375,97.390625,98.625000,57.994381,385500
1999-03-26,97.953125,98.500000,97.500000,98.281250,57.792274,258900
1999-03-29,99.203125,100.500000,99.000000,99.875000,58.729450,441200
1999-03-30,98.921875,99.859375,98.671875,99.281250,58.380295,552000
1999-03-31,99.750000,99.968750,97.656250,97.750000,57.479916,452900
1999-04-01,98.500000,98.625000,97.546875,98.265625,57.783096,267500
1999-04-05,99.343750,100.343750,98.812500,100.125000,58.876461,457400
1999-04-06,99.546875,100.312500,99.187500,99.625000,58.582458,231600
1999-04-07,100.375000,101.093750,99.375000,101.000000,59.391014,313900
1999-04-08,101.015625,102.140625,100.468750,102.062500,60.015743,362600
1999-04-09,101.593750,102.593750,101.000000,101.875000,59.905537,402300
1999-04-12,100.625000,103.625000,100.625000,103.515625,60.870251,900800
1999-04-13,103.375000,104.281250,103.000000,104.125000,61.228611,1310900
1999-04-14,104.781250,105.218750,103.578125,104.343750,61.357265,1553700
1999-04-15,104.312500,105.156250,103.500000,104.843750,61.651260,1917400
1999-04-16,105.000000,105.218750,103.781250,104.531250,61.477974,2050400
1999-04-19,104.937500,107.484375,103.500000,104.375000,61.386127,5045900
1999-04-20,104.250000,104.968750,103.125000,104.468750,61.441299,4491000
1999-04-21,104.515625,106.531250,104.156250,106.500000,62.635921,2419100
1999-04-22,106.968750,107.593750,106.125000,107.468750,63.205650,1891000
1999-04-23,107.000000,107.625000,106.312500,107.093750,62.985073,942000
1999-04-26,107.343750,107.343750,106.406250,107.250000,63.077019,629400
1999-04-27,108.000000,108.625000,107.515625,108.375000,63.738674,2460600
1999-04-28,108.250000,109.437500,107.968750,108.265625,63.674286,2919100
1999-04-29,108.812500,109.312500,108.125000,108.781250,63.977581,1922000
1999-04-30,109.281250,109.562500,106.500000,107.625000,63.297562,3761500
1999-05-03,107.937500,110.218750,107.531250,110.218750,64.823013,1834900
1999-05-04,109.812500,110.406250,108.718750,109.250000,64.253189,2046600
1999-05-05,109.343750,109.734375,107.750000,109.375000,64.326851,2827000
1999-05-06,109.218750,109.843750,108.375000,109.500000,64.400291,2659100
1999-05-07,110.062500,110.437500,109.250000,110.437500,64.951630,1749800
1999-05-10,110.281250,111.093750,109.625000,110.000000,64.694389,1598000
1999-05-11,110.625000,111.000000,109.687500,110.218750,64.823013,1519200
1999-05-12,110.000000,110.687500,107.000000,110.156250,64.786247,3325500
1999-05-13,110.968750,111.500000,110.500000,111.250000,65.429497,1390300
1999-05-14,109.687500,110.109375,108.750000,109.125000,64.179733,2026200
1999-05-17,108.906250,108.937500,107.687500,108.750000,63.959179,1204800
1999-05-18,109.187500,109.500000,107.625000,108.828125,64.005127,1152500
1999-05-19,109.062500,109.312500,108.250000,109.062500,64.142960,679000
1999-05-20,109.437500,109.687500,108.781250,108.812500,63.995941,1410900
1999-05-21,108.812500,108.906250,107.750000,108.250000,63.799400,747200
1999-05-24,108.687500,108.687500,106.156250,106.375000,62.694359,1241800
1999-05-25,106.312500,107.593750,105.062500,105.062500,61.920837,1253300
1999-05-26,105.968750,107.343750,105.062500,107.000000,63.062706,1336500
1999-05-27,106.625000,106.687500,104.218750,104.875000,61.810261,1617700
1999-05-28,104.968750,105.937500,104.750000,105.140625,61.966808,702700
1999-06-01,105.203125,106.125000,104.062500,106.093750,62.528591,1968500
1999-06-02,106.000000,106.343750,104.656250,105.921875,62.427231,1111500
1999-06-03,106.312500,106.812500,105.937500,106.750000,62.915287,583900
1999-06-04,107.437500,108.312500,106.812500,108.218750,63.780972,632300
1999-06-07,108.375000,109.250000,108.125000,108.968750,64.223045,651700
1999-06-08,108.906250,108.906250,107.375000,107.750000,63.504719,574000
1999-06-09,108.031250,108.031250,106.718750,107.125000,63.136333,395400
1999-06-10,106.562500,106.718750,105.343750,106.218750,62.602200,750600
1999-06-11,106.625000,107.000000,104.343750,104.968750,61.865524,1043900
1999-06-14,105.500000,106.125000,105.000000,105.687500,62.289108,589100
1999-06-15,106.125000,106.875000,105.765625,106.343750,62.675949,697300
1999-06-16,107.281250,108.062500,107.250000,107.781250,63.523163,773500
1999-06-17,107.500000,108.875000,107.250000,108.718750,64.075691,632500
1999-06-18,108.562500,108.843750,108.187500,108.468750,63.997269,264300
1999-06-21,108.750000,108.968750,107.625000,108.125000,63.794342,309700
1999-06-22,107.625000,108.218750,107.015625,107.156250,63.222824,398800
1999-06-23,106.968750,107.031250,106.281250,106.500000,62.835579,493800
1999-06-24,106.375000,106.406250,104.750000,105.625000,62.319332,603500
1999-06-25,106.125000,106.406250,105.500000,105.734375,62.383904,297600
1999-06-28,106.562500,107.000000,106.250000,106.687500,62.946224,522300
1999-06-29,106.593750,108.000000,106.328125,107.625000,63.499367,308300
1999-06-30,107.812500,110.250000,107.250000,109.375000,64.531898,1151100
1999-07-01,109.843750,111.000000,109.062500,110.718750,65.324692,1408100
1999-07-02,110.812500,111.750000,110.625000,111.656250,65.877785,393900
1999-07-06,111.687500,112.500000,111.265625,111.406250,65.730324,548000
1999-07-07,111.250000,111.843750,110.812500,111.562500,65.822495,563100
1999-07-08,111.093750,112.250000,111.000000,111.156250,65.582848,430000
1999-07-09,111.718750,112.093750,111.406250,112.062500,66.117531,323300
1999-07-12,112.593750,112.593750,111.593750,111.843750,65.988503,414200
1999-07-13,111.093750,112.234375,110.812500,111.906250,66.025360,341900
1999-07-14,112.312500,112.312500,111.250000,111.656250,65.877785,354100
1999-07-15,112.312500,112.343750,111.468750,111.703125,65.905449,287100
1999-07-16,111.937500,112.187500,111.437500,112.031250,66.118629,226300
1999-07-19,112.375000,112.625000,111.687500,111.765625,65.961845,290700
1999-07-20,111.281250,111.812500,109.500000,109.656250,64.717003,816500
1999-07-21,109.843750,110.593750,109.343750,109.937500,64.882988,534900
1999-07-22,109.781250,110.468750,108.687500,109.437500,64.587746,1008500
1999-07-23,110.000000,110.093750,108.625000,109.062500,64.366570,541700
1999-07-26,108.718750,109.234375,108.343750,108.437500,63.997665,377600
1999-07-27,109.156250,110.234375,108.906250,109.625000,64.698532,1080200
1999-07-28,109.625000,110.250000,109.312500,109.437500,64.587746,459100
1999-07-29,108.437500,108.593750,106.937500,107.781250,63.610397,1201800
1999-07-30,107.937500,108.234375,106.312500,106.343750,62.761959,788700
1999-08-02,106.375000,107.906250,106.031250,106.562500,62.891037,673700
1999-08-03,107.125000,107.250000,105.859375,106.718750,62.983334,1141400
1999-08-04,107.156250,108.109375,106.500000,106.656250,62.946369,1571300
1999-08-05,107.000000,108.343750,105.500000,108.343750,63.942280,1613300
1999-08-06,107.500000,108.250000,106.500000,107.093750,63.204597,800600
1999-08-09,107.187500,107.562500,106.750000,107.125000,63.223083,634100
1999-08-10,107.000000,107.156250,105.281250,106.750000,63.001747,2335100
1999-08-11,107.375000,108.093750,106.531250,108.000000,63.739483,716300
1999-08-12,108.250000,109.125000,107.875000,107.906250,63.684170,595100
1999-08-13,109.218750,110.000000,109.015625,110.000000,64.919838,567200
